asvID,Kingdom,Phylum,Class,Order,Family,Genus,Species
asv4046,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,NA,NA,NA
asv4047,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
asv4048,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Ekhidna,lutea
asv4049,Bacteria,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,NA
asv4050,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv4051,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv4052,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,NA
asv4053,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia,aggregata
asv4054,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
asv4055,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
asv4056,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,NA,NA
asv4057,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia,NA
asv4058,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,NA
asv4059,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
asv4060,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
asv4061,Bacteria,Patescibacteria,Parcubacteria,Candidatus Zambryskibacteria,NA,NA,NA
asv4062,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv4063,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
asv4064,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
asv4065,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv4066,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
asv4067,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv4068,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Chungangia,koreensis
asv4069,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,NA
asv4070,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,NA
asv4071,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
asv4072,Bacteria,Patescibacteria,Parcubacteria,Candidatus Doudnabacteria,NA,NA,NA
asv4073,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,NA
asv4074,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
asv4075,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
asv4076,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
asv4078,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Inhella,NA
asv4079,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Phormidesmiaceae,Phormidesmis ANT.LACV5.1,NA
asv4080,Bacteria,NA,NA,NA,NA,NA,NA
asv4084,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,ramigera
asv4088,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
asv4089,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
asv4090,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
asv4091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4092,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
asv4093,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
asv4094,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
asv4095,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,NA
asv4096,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
asv4097,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv4100,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,NA
asv4101,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
asv4102,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,NA,NA,NA
asv4103,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Mucinivorans,NA
asv4104,Bacteria,NA,NA,NA,NA,NA,NA
asv4105,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
asv4106,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,NA
asv4107,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
asv4109,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv4110,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Emticicia,NA
asv4111,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
asv4112,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,NA
asv4113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,NA
asv4114,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,KCM-B-112,NA
asv4115,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,NA,NA
asv4116,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
asv4117,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv4118,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv4119,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,NA
asv4121,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
asv4122,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv4123,Bacteria,MBNT15,NA,NA,NA,NA,NA
asv4125,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv4127,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,NA
asv4128,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4129,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Longivirga,NA
asv4130,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4131,Bacteria,Cyanobacteria,Vampirivibrionia,Caenarcaniphilales,NA,NA,NA
asv4132,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
asv4133,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,UKL13-1,NA
asv4134,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,NA
asv4135,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Salinisphaeraceae,Salinisphaera,dokdonensis
asv4136,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12409,NA,NA
asv4138,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,NA,NA,NA
asv4139,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9 marine group,NA,NA
asv4140,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
asv4141,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,jiangduensis
asv4142,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Roseimaritima,NA
asv4143,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureisphaera,NA
asv4145,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,NA
asv4146,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
asv4148,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,NA,NA
asv4149,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus,NA
asv4150,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,aquatilis
asv4151,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,NA
asv4152,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv4156,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
asv4157,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,NA
asv4160,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
asv4161,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,NA
asv4162,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,NA
asv4164,Bacteria,Bacteroidota,Rhodothermia,Balneolales,Balneolaceae,Balneola,NA
asv4165,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,muciniphila
asv4166,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4167,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,NA
asv4168,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,mucilaginosa
asv4170,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,fuscus
asv4171,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudorhizobium,NA
asv4172,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,NA
asv4173,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
asv4174,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv4175,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,NA
asv4176,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
asv4177,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Psychrobium,NA
asv4178,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
asv4179,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv4181,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv4182,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,NA,NA
asv4183,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,NA
asv4184,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4185,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Albimonas,pacifica
asv4186,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4187,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
asv4188,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
asv4190,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,NA
asv4192,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4193,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv4194,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv4195,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
asv4196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,NA,NA,NA
asv4197,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,NA,NA
asv4199,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
asv4200,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
asv4201,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv4202,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv4203,Bacteria,NA,NA,NA,NA,NA,NA
asv4205,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salinimicrobium,NA
asv4206,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,Porticoccus,NA
asv4209,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv4210,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv4211,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Crocinitomix,NA
asv4216,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,NA,NA,NA
asv4217,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,graminisolvens
asv4219,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,NA
asv4220,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,NA
asv4221,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA
asv4222,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
asv4225,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv4227,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Aquaspirillaceae,Aquaspirillum,serpens
asv4230,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv4231,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
asv4232,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,longicatena
asv4233,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Dinoroseobacter,NA
asv4234,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Enhydrobacter,NA
asv4235,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv4236,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv4237,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Giesbergeria,NA
asv4239,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv4240,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv4241,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,NA
asv4242,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Roseateles,NA
asv4243,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv4244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4245,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
asv4246,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv4247,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,NA
asv4248,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,palleronii
asv4249,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
asv4250,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Altererythrobacter,NA
asv4251,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
asv4252,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
asv4253,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,NA
asv4254,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
asv4255,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,NA
asv4256,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,NA,NA
asv4257,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
asv4258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,NA
asv4259,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
asv4260,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv4261,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv4263,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv4264,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zeaxanthinibacter,aestuarii
asv4265,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv4267,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group,NA
asv4268,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,NA
asv4271,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
asv4272,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,NA
asv4274,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,NA
asv4275,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Nereida,ignava
asv4278,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,NA,NA
asv4280,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Citreicella,NA
asv4281,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv4282,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,NA,NA,NA
asv4283,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv4284,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,[Caedibacter] taeniospiralis group,NA
asv4286,Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,NA,NA
asv4287,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,C39,NA
asv4288,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,NA
asv4289,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
asv4290,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,NA
asv4291,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Edaphobaculum,NA
asv4292,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Slackia,isoflavoniconvertens
asv4293,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Angelakisella,NA
asv4294,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,NA
asv4295,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,NA
asv4296,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
asv4297,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sulfuricellaceae,Ferritrophicum,NA
asv4298,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
asv4299,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,NA,NA
asv4301,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
asv4302,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4303,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Thaumasiovibrio,NA
asv4304,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA
asv4305,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv4307,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,NA,NA
asv4308,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv4310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
asv4311,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,NA
asv4312,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,NA
asv4313,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,NA,NA
asv4314,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
asv4315,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Leuconostoc,NA
asv4316,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Urania-1B-19 marine sediment group,NA
asv4317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4318,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
asv4319,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,NA,NA
asv4320,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv4321,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peribacteria,NA,NA,NA
asv4322,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
asv4323,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv4324,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
asv4325,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
asv4326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,NA
asv4327,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
asv4328,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
asv4329,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,NA,NA,NA
asv4330,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
asv4331,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv4332,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
asv4333,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,cvE6,NA,NA
asv4334,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Palleronia-Pseudomaribius,NA
asv4335,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv4337,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,NA
asv4338,Bacteria,Cyanobacteria,Cyanobacteriia,NA,NA,NA,NA
asv4339,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
asv4340,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
asv4341,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
asv4344,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Gimesiaceae,Gimesia,NA
asv4346,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
